order_date,country,sales
2016-05-19,MONICA,41
2016-05-19,DELTORA,43
2016-05-19,FINESIA,39
2016-05-19,CATAN,32
2016-05-19,NEVORUSS,160
2016-05-19,COSIA,48
2016-05-20,TASIA,44
2016-05-20,IRAMBIA,92
2016-05-20,SPOTLAND,113
2016-05-20,NUMBANI,37
2016-05-20,MALADIA,48
2016-05-20,TOELAND,10
2016-05-21,MONICA,57
2016-05-21,NEVORUSS,193
2016-05-21,DELTORA,56
2016-05-21,CATAN,48
2016-05-21,COMBIA,74
2016-05-21,BOMBIA,60
2016-05-22,PALOMBIA,155
2016-05-22,SPOTLAND,176
2016-05-22,MANIA,85
2016-05-22,NUMBANI,34
2017-02-19,MALADIA,302
2017-02-19,ANNEXIA,52
2016-05-22,NADIA,54
2016-05-22,NEONIA,5
2016-05-23,MONDOR,48
2016-05-23,ANNESIA,444
2016-05-23,PANADA,64
2016-05-24,FINESIA,31
2016-05-24,CATAN,58
2016-05-24,DELTORA,59
2016-05-24,NEVORUSS,185
2016-05-24,MONDOR,46
2016-05-24,COSIA,57
2016-05-25,FAKEISTAN,3287
2016-05-25,FINESIA,35
2016-05-25,TAILAND,438
2016-05-25,SUYA,81
2016-05-25,MALADIA,49
2016-05-25,ISLANDIA,175
2016-05-25,SODOR,48
2017-02-20,COSIA,258
2017-02-20,NEVORUSS,1463
2017-02-20,ANANA,1987
2017-02-20,BOMBIA,510
2017-02-20,COMBIA,350
2017-02-20,MONICA,160
2016-05-26,PANADA,45
2016-05-26,PALOMBIA,93
2016-05-26,NUMBANI,28
2016-05-26,NADIA,53
2016-05-26,MALAGUAY,43
2016-05-27,ISLANDIA,176
2016-05-27,ANANA,263
2016-05-27,IRAMBIA,83
2016-05-27,TASIA,50
2016-05-27,SAINT REPUBLIC,44
2016-05-27,SWINA,53
2016-05-27,SUYA,89
2016-05-27,SODOR,40
2016-05-27,MALAGUAY,37
2016-05-27,MALERIA,11
2016-05-27,TOELAND,13
2016-05-28,PALOMBIA,111
2016-05-28,MANIA,74
2016-05-28,PANADA,51
2016-05-28,MALAGUAY,38
2016-05-28,NEONIA,7
2016-05-29,SAINT REPUBLIC,88
2016-05-29,ISLANDIA,253
2016-05-29,SWINA,90
2016-05-29,SUYA,87
2016-05-29,TOELAND,21
2017-02-21,MONDOR,465
2017-02-21,CATAN,403
2017-02-21,PANADA,231
2016-05-29,MALERIA,14
2017-02-21,MONICA,120
2016-05-30,IRAMBIA,118
2016-05-30,ANANA,301
2016-05-30,TOELAND,23
2016-05-30,MALERIA,11
2016-05-30,SODOR,49
2016-05-31,FAKEISTAN,3212
2016-05-31,CATAN,77
2016-05-31,ANANA,285
2016-05-31,FINESIA,30
2016-05-31,IRAMBIA,85
2017-02-22,TAILAND,1899
2017-02-22,MALADIA,220
2017-02-22,NEVORUSS,993
2016-06-01,NEVORUSS,171
2016-06-01,MANIA,72
2016-06-01,COSIA,51
2016-06-01,MONICA,36
2016-06-02,COMBIA,72
2016-06-02,PANADA,45
2016-06-02,NEONIA,6
2016-06-03,FINESIA,37
2016-06-03,CATAN,65
2017-02-23,MONDOR,436
2017-02-23,DELTORA,334
2017-02-23,ANNEXIA,36
2017-02-23,FINESIA,84
2016-06-04,FAKEISTAN,3472
2016-06-04,NEVORUSS,204
2016-06-04,COSIA,72
2016-06-04,MONDOR,71
2016-06-04,DELTORA,62
2016-06-04,COMBIA,72
2016-06-04,BOMBIA,68
2016-06-05,COMBIA,86
2016-06-05,PANADA,58
2016-06-12,FAKEISTAN,4515
2016-06-05,MONICA,55
2016-06-05,MANIA,100
2016-06-06,PALOMBIA,172
2016-06-06,SPOTLAND,147
2016-06-06,NADIA,68
2017-02-27,FAKEISTAN,14372
2017-02-24,NEONIA,250
2016-06-06,NUMBANI,50
2017-02-24,ANNESIA,1932
2017-02-24,PANADA,240
2017-02-24,COMBIA,277
2016-06-07,FAKEISTAN,3141
2016-06-07,NEVORUSS,194
2016-06-07,ANANA,255
2016-06-07,TASIA,43
2016-06-07,IRAMBIA,84
2016-06-09,FAKEISTAN,3081
2016-06-08,SUYA,75
2016-06-08,MALERIA,11
2016-06-08,SWINA,51
2016-06-08,SAINT REPUBLIC,51
2016-06-09,NEVORUSS,178
2016-06-09,FINESIA,33
2016-06-09,DELTORA,56
2016-06-09,MONDOR,63
2016-06-09,CATAN,49
2016-06-09,COSIA,53
2016-06-10,DELTORA,52
2016-06-10,PANADA,42
2016-06-10,MONDOR,58
2016-06-10,COSIA,57
2016-06-10,MONICA,40
2016-06-10,MANIA,78
2016-06-10,COMBIA,50
2016-06-11,CATAN,62
2016-06-11,MONICA,47
2016-06-11,NEVORUSS,171
2016-06-11,DELTORA,54
2016-06-11,MONDOR,65
2016-06-11,BOMBIA,53
2016-06-13,FAKEISTAN,4099
2016-06-11,ANNEXIA,2
2016-06-12,MALADIA,65
2016-06-12,COMBIA,76
2016-06-12,TAILAND,577
2016-06-12,ANANA,312
2016-06-12,SODOR,49
2016-06-13,TAILAND,512
2016-06-13,MALADIA,56
2016-06-13,SODOR,41
2016-06-14,MALERIA,16
2016-06-14,SODOR,40
2016-06-14,MALADIA,45
2016-06-14,TASIA,44
2016-06-14,SUYA,66
2016-06-15,ANNESIA,270
2016-06-15,BOMBIA,41
2016-06-15,COMBIA,44
2016-03-05,NEONIA,13
2016-03-17,MALERIA,16
2016-03-25,SWINA,9
2016-03-25,PALOMBIA,12
2016-03-25,MANIA,2
2016-03-26,NADIA,0
2016-03-28,CATAN,8
2016-03-27,MANIA,9
2016-03-29,SUYA,8
2016-03-30,SODOR,5
2016-04-01,MALADIA,1
2016-04-01,NADIA,1
2016-04-05,MONICA,2
2016-04-06,SODOR,8
2016-04-06,TOELAND,1
2016-04-07,PANADA,13
2016-04-10,DELTORA,8
2016-04-12,MALADIA,0
2016-04-17,ANNEXIA,0
2016-04-17,SODOR,13
2016-04-18,PANADA,20
2016-04-19,PALOMBIA,18
2016-04-20,MALADIA,4
2016-04-20,DELTORA,4
2016-04-20,BOMBIA,13
2016-04-21,MALADIA,5
2016-04-23,MONDOR,7
2016-04-24,BOMBIA,25
2016-04-26,MONDOR,8
2016-04-27,MALADIA,7
2016-04-28,NUMBANI,10
2016-04-29,NUMBANI,7
2017-02-26,MONICA,176
2017-02-26,ANNEXIA,55
2017-02-27,NUMBANI,167
2017-02-27,SPOTLAND,639
2017-02-27,TOELAND,217
2017-02-27,MALAGUAY,589
2017-02-27,SUYA,368
2017-02-27,MALERIA,133
2017-02-28,PALOMBIA,677
2017-02-28,MANIA,413
2017-02-28,MONICA,121
2017-02-28,MALAGUAY,463
2017-03-01,MALADIA,214
2017-03-01,SUYA,239
2017-03-01,MALAGUAY,380
2017-03-01,MALERIA,80
2017-03-02,ANNESIA,1708
2017-03-02,COSIA,158
2017-03-02,BOMBIA,379
2017-03-02,CATAN,394
2017-03-02,COMBIA,254
2017-03-02,MONICA,111
2017-03-03,MALAGUAY,371
2017-03-03,PANADA,195
2017-03-03,NEONIA,229
2017-03-03,NUMBANI,114
2017-03-04,ANANA,1534
2017-03-04,MONDOR,487
2017-03-04,DELTORA,361
2017-03-04,FINESIA,73
2017-03-05,MALERIA,108
2017-03-05,SWINA,366
2017-03-05,NUMBANI,158
2017-03-05,SPOTLAND,532
2017-03-06,FAKEISTAN,14559
2017-03-06,CATAN,549
2017-03-06,NEVORUSS,1506
2017-03-06,MONICA,156
2017-03-06,ANNEXIA,59
2017-03-07,TAILAND,1989
2017-03-07,SWINA,340
2017-03-07,SAINT REPUBLIC,233
2017-03-07,IRAMBIA,307
2017-03-07,TASIA,189
2017-03-07,TOELAND,151
2017-03-07,SPOTLAND,420
2017-03-08,CATAN,364
2017-03-08,DELTORA,317
2017-03-08,BOMBIA,334
2017-03-08,NEVORUSS,990
2017-03-08,COMBIA,241
2017-03-08,ANNEXIA,37
2017-03-09,SAINT REPUBLIC,217
2017-03-09,SPOTLAND,368
2017-03-09,SWINA,293
2017-03-09,MALAGUAY,341
2017-03-09,SUYA,243
2017-03-09,MALERIA,71
2017-03-09,NUMBANI,109
2017-03-10,MONDOR,477
2017-03-10,DELTORA,324
2017-03-10,PANADA,204
2017-03-10,BOMBIA,396
2017-03-10,MONICA,113
2017-03-10,MANIA,337
2017-03-11,CATAN,422
2017-03-11,NEVORUSS,1123
2017-03-11,FINESIA,86
2017-03-12,IRAMBIA,354
2017-03-12,TASIA,231
2017-03-12,SAINT REPUBLIC,323
2017-03-12,TAILAND,2942
2017-03-12,MALADIA,280
2017-03-12,ISLANDIA,960
2017-03-12,SWINA,391
2017-03-12,SODOR,275
2017-03-13,TASIA,239
2017-03-13,ISLANDIA,971
2017-03-13,TOELAND,209
2017-03-13,SODOR,277
2017-03-13,SUYA,363
2017-03-13,MALADIA,285
2017-03-13,FINESIA,100
2016-07-07,ANNEXIA,21
2016-08-07,TOELAND,43
2016-08-12,NEONIA,9
2016-06-16,ANNEXIA,9
2016-07-09,NEONIA,7
2017-03-14,MANIA,412
2017-03-15,DELTORA,305
2017-03-15,ANNEXIA,50
2017-03-15,MONDOR,415
2017-03-16,NADIA,220
2017-03-16,PALOMBIA,518
2017-03-16,NUMBANI,109
2017-03-16,NEONIA,232
2017-03-17,ANANA,1326
2017-03-17,BOMBIA,356
2017-03-17,COMBIA,243
2017-03-17,DELTORA,303
2017-03-17,FINESIA,76
2017-03-17,MONICA,103
2017-03-18,TAILAND,2063
2017-03-18,ISLANDIA,727
2017-03-18,SODOR,221
2017-03-18,TOELAND,149
2017-03-19,MONDOR,629
2017-03-19,ANNESIA,2484
2017-03-19,COSIA,271
2017-03-19,MANIA,461
2017-03-19,PANADA,245
2017-03-20,SODOR,288
2017-03-20,SAINT REPUBLIC,318
2017-03-20,TOELAND,204
2017-03-20,TASIA,240
2017-03-21,ISLANDIA,790
2017-03-21,TASIA,189
2017-03-21,SWINA,403
2017-03-21,IRAMBIA,308
2017-03-21,SPOTLAND,449
2017-03-21,SUYA,278
2017-03-22,SAINT REPUBLIC,185
2017-03-22,MALAGUAY,323
2017-03-22,PALOMBIA,511
2017-03-22,MANIA,288
2017-03-22,SWINA,276
2017-03-22,NUMBANI,106
2017-03-22,SPOTLAND,341
2017-03-22,NADIA,228
2017-03-22,TASIA,118
2017-03-23,PALOMBIA,539
2017-03-23,MALAGUAY,364
2017-03-23,MONICA,108
2017-03-23,MANIA,313
2017-03-24,TAILAND,1999
2017-03-24,ANANA,1372
2017-03-24,DELTORA,352
2017-03-24,MONICA,111
2017-03-25,SUYA,307
2017-03-25,NUMBANI,125
2017-03-25,MALAGUAY,412
2017-03-25,NADIA,276
2017-03-25,SPOTLAND,463
2017-03-25,SAINT REPUBLIC,261
2017-03-25,IRAMBIA,309
2017-03-25,TASIA,192
2017-03-30,FAKEISTAN,11448
2017-03-26,IRAMBIA,400
2017-03-26,TAILAND,2926
2017-03-26,SODOR,281
2017-03-26,TASIA,215
2017-03-26,MALADIA,290
2017-03-27,DELTORA,522
2017-03-27,PANADA,293
2017-03-27,MONDOR,791
2017-03-27,BOMBIA,604
2017-03-27,ANNEXIA,118
2017-03-27,COSIA,277
2017-03-27,COMBIA,385
2017-03-28,MONDOR,587
2017-03-28,BOMBIA,486
2017-03-28,DELTORA,421
2017-03-28,COSIA,223
2017-03-28,ANNEXIA,94
2017-03-28,FINESIA,82
2017-04-02,FAKEISTAN,14699
2017-03-29,ANNESIA,1724
2017-03-29,COMBIA,266
2017-03-29,COSIA,173
2017-03-29,MONDOR,480
2017-03-29,NEONIA,289
2017-03-29,BOMBIA,366
2017-03-29,PANADA,169
2017-03-30,SUYA,295
2017-03-30,ISLANDIA,702
2017-03-30,IRAMBIA,276
2017-03-30,TAILAND,1916
2017-03-30,MALADIA,221
2016-08-23,MALAGUAY,117
2016-08-23,ISLANDIA,323
2016-08-23,PALOMBIA,167
2016-08-23,NADIA,70
2016-08-23,SPOTLAND,110
2016-08-23,MALERIA,36
2016-08-23,NUMBANI,55
2016-08-24,CATAN,123
2016-08-24,ANNEXIA,14
2016-08-25,PALOMBIA,153
2016-08-25,MALAGUAY,118
2016-08-25,MANIA,109
2016-08-25,MONICA,51
2016-08-26,CATAN,140
2016-08-26,NEVORUSS,348
2016-08-26,MONICA,50
2016-08-27,ANNESIA,505
2016-08-27,DELTORA,94
2016-08-27,MONDOR,143
2016-08-27,MANIA,119
2016-08-27,ANNEXIA,29
2016-08-28,FAKEISTAN,5582
2016-08-28,ANANA,725
2016-08-28,COMBIA,126
2016-08-28,TAILAND,804
2016-08-28,SODOR,99
2016-08-29,MONDOR,185
2016-08-29,DELTORA,130
2016-08-29,MANIA,142
2016-08-29,PANADA,102
2016-08-29,MONICA,77
2016-08-30,IRAMBIA,129
2016-08-30,NEVORUSS,509
2016-08-30,ANNEXIA,28
2016-08-30,MONICA,67
2016-08-30,FINESIA,32
2016-08-31,FAKEISTAN,4216
2016-08-31,TASIA,63
2016-08-31,ANANA,598
2016-08-31,TAILAND,645
2016-08-31,MALADIA,78
2016-08-31,SODOR,76
2016-08-31,FINESIA,33
2016-09-01,DELTORA,86
2016-09-01,COMBIA,85
2016-09-01,MONDOR,127
2016-09-01,COSIA,52
2016-09-01,ANNEXIA,19
2016-09-01,MONICA,52
2016-09-02,CATAN,172
2016-09-02,NEVORUSS,448
2016-09-02,MONDOR,174
2016-09-02,DELTORA,95
2016-09-02,MONICA,58
2016-09-03,MALAGUAY,121
2016-09-03,MALERIA,36
2016-09-03,NUMBANI,56
2016-09-03,SAINT REPUBLIC,95
2016-09-03,SWINA,96
2016-09-04,PANADA,83
2016-09-04,NEONIA,36
2016-09-04,ANNESIA,617
2016-09-04,MANIA,122
2016-09-04,MONICA,70
2016-09-05,FAKEISTAN,5025
2016-09-04,COSIA,93
2016-09-05,ISLANDIA,382
2016-09-05,IRAMBIA,145
2016-09-05,FINESIA,28
2016-09-05,SODOR,96
2016-09-05,TASIA,64
2016-09-06,MONDOR,163
2016-09-06,ANNESIA,603
2016-09-07,MALAGUAY,101
2016-09-07,SWINA,81
2016-09-07,PALOMBIA,175
2016-09-07,NADIA,61
2016-09-07,SAINT REPUBLIC,77
2016-09-08,SPOTLAND,113
2016-09-08,TASIA,47
2016-09-08,NUMBANI,48
2016-09-09,ANNESIA,421
2016-09-09,PANADA,57
2016-09-09,NEONIA,33
2016-09-10,COMBIA,88
2016-09-10,COSIA,59
2016-09-11,COSIA,91
2016-09-11,NEVORUSS,534
2016-09-11,MONICA,77
2016-09-12,PALOMBIA,249
2016-09-12,NADIA,98
2016-09-12,SUYA,171
2016-09-12,SPOTLAND,172
2016-09-12,SODOR,94
2016-09-12,TASIA,76
2016-09-12,SAINT REPUBLIC,112
2016-09-12,NUMBANI,77
2016-09-13,NEVORUSS,498
2016-09-13,ANANA,666
2016-09-14,FAKEISTAN,3482
2016-09-14,ANANA,455
2016-09-14,IRAMBIA,91
2016-09-14,FINESIA,31
2016-09-14,MALADIA,66
2016-09-15,NUMBANI,54
2016-09-15,ISLANDIA,275
2016-09-15,SPOTLAND,124
2016-09-15,PALOMBIA,168
2016-09-15,SWINA,91
2016-09-15,SUYA,112
2016-09-15,MALAGUAY,106
2016-09-15,IRAMBIA,94
2016-09-15,MALERIA,32
2016-09-15,NADIA,69
2016-09-16,NEVORUSS,400
2016-08-26,ANNEXIA,15
2016-09-16,ANNEXIA,19
2016-09-16,BOMBIA,109
2016-09-16,MANIA,99
2016-09-16,COMBIA,91
2016-09-16,MONICA,49
2016-09-17,PALOMBIA,181
2016-09-17,SPOTLAND,129
2016-09-17,TASIA,60
2016-09-17,NADIA,67
2016-09-17,MALAGUAY,113
2016-09-18,TAILAND,871
2016-09-18,SAINT REPUBLIC,124
2016-09-18,MALADIA,86
2016-09-18,TASIA,76
2016-09-19,MALAGUAY,151
2016-09-19,SWINA,120
2016-09-19,SPOTLAND,192
2016-09-19,PALOMBIA,257
2016-09-19,SAINT REPUBLIC,125
2016-09-19,NADIA,96
2016-09-21,FAKEISTAN,3586
2016-09-20,FAKEISTAN,4052
2016-09-20,ANANA,668
2016-09-20,NEVORUSS,500
2016-09-20,IRAMBIA,119
2016-09-20,CATAN,197
2016-09-20,TASIA,61
2016-09-21,ANANA,490
2016-09-21,IRAMBIA,98
2016-09-22,ANNESIA,477
2016-09-22,BOMBIA,115
2016-09-22,MONDOR,140
2016-09-22,DELTORA,97
2016-09-22,ANNEXIA,19
2016-09-22,MANIA,101
2016-09-22,COMBIA,89
2016-09-22,COSIA,57
2016-09-23,FAKEISTAN,4126
2016-09-23,CATAN,163
2016-09-23,NEVORUSS,419
2016-09-23,ANNEXIA,20
2016-09-23,MALADIA,84
2016-09-23,FINESIA,29
2016-09-24,NADIA,81
2016-09-24,PALOMBIA,206
2016-09-24,SPOTLAND,146
2016-09-24,MALAGUAY,122
2016-09-24,SODOR,92
2016-09-24,SAINT REPUBLIC,89
2016-09-25,NUMBANI,77
2016-09-25,NEONIA,64
2016-09-26,MALAGUAY,205
2016-09-26,NEONIA,74
2016-09-26,PALOMBIA,284
2016-09-26,NADIA,128
2016-09-26,MALERIA,44
2016-09-27,ANNEXIA,24
2016-09-27,MONICA,79
2016-09-27,CATAN,206
2016-09-27,BOMBIA,168
2016-09-27,COSIA,82
2016-09-27,COMBIA,129
2016-09-28,TOELAND,47
2016-09-28,ANANA,603
2016-09-28,COMBIA,99
2016-09-28,COSIA,60
2016-09-29,IRAMBIA,129
2016-09-29,ISLANDIA,317
2016-09-29,TAILAND,702
2016-09-29,SPOTLAND,137
2016-09-29,PALOMBIA,214
2016-09-29,SODOR,84
2016-09-29,SUYA,109
2016-09-29,SWINA,97
2016-09-29,MALAGUAY,141
2016-09-29,NUMBANI,59
2016-09-29,NADIA,82
2016-08-16,COSIA,72
2016-08-16,CATAN,183
2016-08-16,FINESIA,18
2016-08-17,MONICA,39
2016-08-17,COSIA,52
2016-08-17,MANIA,88
2016-08-17,PANADA,50
2016-08-18,NEVORUSS,340
2016-08-18,CATAN,124
2016-08-18,MONDOR,109
2016-08-19,NEVORUSS,344
2016-08-19,MONDOR,117
2016-08-19,FINESIA,24
2016-08-19,DELTORA,70
2016-08-19,CATAN,112
2016-08-19,COSIA,62
2016-08-20,FAKEISTAN,3624
2016-08-20,DELTORA,73
2016-08-20,ANANA,417
2016-08-20,BOMBIA,63
2016-08-20,SODOR,62
2016-08-20,MONICA,73
2016-08-20,COSIA,65
2016-08-20,FINESIA,44
2016-08-21,FAKEISTAN,4632
2016-08-21,CATAN,177
2016-08-21,COMBIA,120
2016-08-21,ANANA,596
2016-08-21,MONICA,78
2016-08-21,TAILAND,636
2016-08-21,FINESIA,37
2016-08-21,COSIA,89
2017-02-25,NADIA,284
2017-02-25,SWINA,322
2017-02-25,ISLANDIA,799
2017-02-25,SUYA,271
2017-02-25,SPOTLAND,460
2016-08-22,ANANA,601
2016-08-22,SUYA,126
2016-08-22,MALADIA,60
2016-08-22,TOELAND,42
2017-02-26,TAILAND,3181
2017-02-26,NEVORUSS,1702
2017-02-26,IRAMBIA,420
2017-02-26,MALADIA,268
2017-02-27,MONDOR,659
2017-02-27,CATAN,611
2017-02-27,PANADA,308
2017-02-27,COSIA,262
2017-02-28,ANANA,1736
2017-02-28,COSIA,205
2017-02-28,COMBIA,288
2017-02-28,TOELAND,164
2017-03-01,MONICA,107
2017-03-01,COMBIA,254
2017-03-02,FAKEISTAN,10582
2017-03-02,SAINT REPUBLIC,221
2017-03-02,TAILAND,1952
2017-03-02,TASIA,157
2017-03-02,MALADIA,205
2017-03-02,ANANA,1399
2017-03-03,DELTORA,345
2017-03-03,CATAN,396
2017-03-03,NEVORUSS,1066
2017-03-03,FINESIA,74
2017-03-04,SPOTLAND,421
2017-03-04,MALAGUAY,391
2017-03-04,SUYA,280
2017-03-04,NUMBANI,135
2017-03-04,TASIA,183
2017-03-04,MALERIA,87
2017-03-05,ANNESIA,2462
2017-03-05,COMBIA,329
2017-03-05,BOMBIA,498
2017-03-05,MONDOR,601
2016-05-06,MALERIA,5
2016-03-24,NADIA,0
2016-03-25,TASIA,4
2016-03-29,ANNEXIA,1
2016-05-14,NEONIA,2
2016-03-30,MONICA,1
2016-03-31,NADIA,2
2016-05-15,NEONIA,3
2016-06-22,BOMBIA,38
2017-03-05,DELTORA,423
2017-03-05,COSIA,251
2017-03-05,MONICA,151
2017-03-06,SAINT REPUBLIC,306
2017-03-06,SWINA,402
2017-03-06,IRAMBIA,377
2017-03-06,PALOMBIA,765
2017-03-06,TAILAND,2853
2017-03-06,ISLANDIA,997
2017-03-06,TASIA,223
2017-03-06,MALAGUAY,522
2017-03-06,SODOR,271
2017-03-06,MALERIA,119
2017-03-07,NADIA,281
2017-03-07,ANNESIA,2051
2017-03-07,PALOMBIA,626
2017-03-07,MALAGUAY,386
2017-03-07,NUMBANI,133
2017-03-07,PANADA,199
2017-03-08,SAINT REPUBLIC,208
2017-03-08,TAILAND,1850
2017-03-08,ISLANDIA,645
2017-03-08,SWINA,264
2017-03-08,SODOR,186
2017-03-08,MALADIA,193
2017-03-09,ANNESIA,1625
2017-03-09,COSIA,152
2017-03-09,MONDOR,414
2017-03-09,CATAN,356
2017-03-09,COMBIA,221
2017-03-09,DELTORA,306
2017-03-14,FAKEISTAN,12929
2017-03-10,IRAMBIA,301
2017-03-10,CATAN,405
2017-03-11,IRAMBIA,274
2017-03-11,SWINA,343
2017-03-11,TASIA,177
2017-03-11,SPOTLAND,436
2017-03-11,TOELAND,156
2017-03-11,NUMBANI,117
2017-03-11,TAILAND,2070
2017-03-11,SUYA,264
2017-03-11,MALERIA,84
2017-03-15,FAKEISTAN,9975
2017-03-12,NADIA,322
2017-03-12,SUYA,380
2017-03-12,PALOMBIA,730
2017-03-13,SPOTLAND,584
2017-03-13,NUMBANI,151
2016-06-20,NEONIA,7
2016-07-15,MALERIA,17
2016-08-02,FINESIA,28
2016-08-03,NEONIA,9
2017-03-14,ANANA,1755
2017-03-14,CATAN,470
2017-03-15,ANANA,1348
2017-03-15,FINESIA,71
2017-03-15,NEVORUSS,972
2017-03-16,MONDOR,424
2017-03-15,CATAN,342
2017-03-15,ISLANDIA,621
2017-03-15,TOELAND,133
2017-03-16,DELTORA,322
2017-03-16,COMBIA,235
2017-03-16,BOMBIA,352
2017-03-16,CATAN,379
2017-03-16,MONICA,87
2017-03-16,ANNEXIA,48
2017-03-16,COSIA,156
2017-03-17,ISLANDIA,680
2017-03-17,TASIA,153
2017-03-17,TOELAND,144
2017-03-18,PANADA,191
2017-03-18,NEONIA,262
2017-03-19,FINESIA,100
2017-03-19,ANANA,1941
2017-03-19,MALADIA,266
2017-03-19,ANNEXIA,76
2017-03-20,ANNESIA,2566
2017-03-20,NEONIA,360
2017-03-20,NUMBANI,157
2017-03-21,PALOMBIA,652
2017-03-21,MALAGUAY,398
2017-03-21,ANNESIA,2048
2017-03-21,MONDOR,506
2017-03-21,DELTORA,370
2017-03-22,COMBIA,222
2017-03-22,NEVORUSS,956
2017-03-22,PANADA,166
2017-03-22,BOMBIA,340
2017-03-22,ANNEXIA,58
2017-03-23,COSIA,163
2017-03-23,COMBIA,245
2017-03-24,MALAGUAY,412
2017-03-24,IRAMBIA,290
2017-03-24,SAINT REPUBLIC,230
2017-03-24,MALERIA,81
2017-03-24,SWINA,312
2017-03-24,SUYA,268
2017-03-25,PALOMBIA,655
2017-03-25,ANNESIA,1996
2017-03-25,MONICA,123
2017-03-25,PANADA,204
2017-03-25,BOMBIA,436
2017-03-25,MONDOR,519
2017-03-25,MANIA,365
2017-03-25,DELTORA,383
2017-03-26,NADIA,358
2017-03-26,PALOMBIA,737
2017-03-26,MALAGUAY,553
2017-03-26,SPOTLAND,551
2017-03-26,NEONIA,297
2017-03-27,IRAMBIA,410
2017-03-27,TAILAND,3219
2017-03-27,ISLANDIA,1119
2017-03-27,TASIA,243
2017-03-27,SUYA,426
2017-03-27,MALADIA,344
2017-03-28,TAILAND,2216
2017-03-28,ISLANDIA,855
2017-03-28,TOELAND,166
2017-03-28,SAINT REPUBLIC,253
2017-03-28,TASIA,179
2017-03-28,MALERIA,101
2017-03-28,MALADIA,290
2017-03-28,SUYA,317
2017-03-28,SWINA,369
2017-03-29,NEVORUSS,1067
2017-03-29,FINESIA,84
2017-03-29,ANANA,1448
2017-03-29,TOELAND,146
2017-03-29,MALADIA,252
2017-03-30,ANNESIA,1766
2017-03-30,MANIA,310
2017-03-30,SAINT REPUBLIC,207
2017-03-30,PALOMBIA,540
2017-03-30,MALAGUAY,413
2017-03-30,NEONIA,268
2017-03-30,TASIA,150
2017-03-30,NUMBANI,118
2016-08-22,MALERIA,30
2016-08-23,COSIA,73
2016-08-23,MONDOR,133
2016-08-23,PANADA,55
2016-08-23,MANIA,131
2016-08-23,MONICA,53
2016-08-24,TAILAND,399
2016-08-24,NADIA,62
2016-08-24,SUYA,89
2016-08-24,MALAGUAY,88
2016-08-26,FAKEISTAN,3621
2016-08-24,SPOTLAND,92
2016-08-24,SODOR,52
2016-08-24,ISLANDIA,217
2016-08-24,TASIA,53
2016-08-24,MALERIA,26
2016-08-25,NEVORUSS,407
2016-08-25,CATAN,140
2016-08-25,TOELAND,36
2016-08-26,TAILAND,473
2016-08-26,SAINT REPUBLIC,77
2016-08-26,ISLANDIA,237
2016-08-26,TOELAND,32
2016-08-26,IRAMBIA,99
2016-08-26,TASIA,44
2016-08-26,SODOR,56
2016-08-26,FINESIA,29
2016-08-27,FAKEISTAN,4373
2016-08-27,ANANA,527
2016-08-27,ISLANDIA,292
2016-08-27,NEVORUSS,447
2016-08-27,CATAN,159
2016-08-27,FINESIA,31
2016-08-28,MALAGUAY,181
2016-08-28,NADIA,113
2016-08-28,IRAMBIA,157
2016-08-28,SWINA,127
2016-08-28,PALOMBIA,236
2016-08-28,SAINT REPUBLIC,116
2016-08-29,FAKEISTAN,5214
2016-08-28,SPOTLAND,157
2016-08-28,MALERIA,55
2016-08-30,FAKEISTAN,4014
2016-08-29,NEVORUSS,554
2016-08-29,ANANA,700
2016-08-29,SODOR,90
2016-08-29,MALADIA,78
2016-08-30,TAILAND,628
2016-08-30,ISLANDIA,333
2016-08-29,FINESIA,41
2016-08-30,TOELAND,37
2016-08-30,TASIA,68
2016-08-30,MALAGUAY,132
2016-08-30,SODOR,70
2016-08-30,SAINT REPUBLIC,106
2016-08-31,MALAGUAY,138
2016-08-31,PANADA,76
2016-08-31,PALOMBIA,240
2016-08-31,NADIA,98
2016-08-31,NEONIA,43
2016-09-01,TOELAND,31
2016-09-01,IRAMBIA,112
2016-09-01,SWINA,79
2016-09-01,SAINT REPUBLIC,83
2016-09-01,SODOR,63
2016-09-01,MALADIA,55
2016-09-02,IRAMBIA,112
2016-09-02,ISLANDIA,269
2016-09-02,SUYA,127
2016-09-02,SWINA,90
2016-09-02,MALERIA,33
2016-09-02,SAINT REPUBLIC,90
2016-09-02,SODOR,77
2016-09-02,TOELAND,45
2016-09-03,COMBIA,101
2016-09-03,MONICA,58
2016-09-03,NEONIA,30
2016-09-04,FAKEISTAN,5114
2016-09-04,NEVORUSS,513
2016-09-04,DELTORA,109
2016-09-04,MONDOR,185
2016-09-04,MALADIA,78
2016-09-04,BOMBIA,120
2016-09-04,COMBIA,117
2016-09-04,ANNEXIA,27
2016-09-05,PALOMBIA,246
2016-09-05,PANADA,90
2016-09-05,MANIA,130
2016-09-05,NADIA,97
2016-09-06,FAKEISTAN,4180
2016-09-06,CATAN,205
2016-09-06,NEVORUSS,522
2016-09-06,DELTORA,120
2016-09-06,BOMBIA,139
2016-09-06,COMBIA,116
2016-09-07,CATAN,124
2016-09-07,MONDOR,119
2016-09-07,PANADA,57
2016-09-07,DELTORA,83
2016-09-07,COSIA,48
2016-09-07,MONICA,54
2016-09-07,ANNEXIA,21
